id,Arrival,Start,Completion,No_of_expansion,No_of_shrinkage,Wait_time,Turn_around_time
15002,19399133,19399133,19399249,0,0,0,116
15003,19401618,19401618,19402080,0,0,0,462
15004,19402386,19402386,19402632,0,0,0,246
15005,19402940,19402940,19403024,0,0,0,84
15006,19403044,19403044,19403127,0,0,0,83
15007.0,19403080.0,19403080.0,19403277.096194606,1.0,0.0,0.0,197.09619460627437
15008,19403254,19403254,19403349,0,0,0,95
15009,19403398,19403398,19403500,0,0,0,102
15010.0,19403436.0,19403436.0,19403614.941069815,1.0,0.0,0.0,178.94106981530786
15011.0,19403570.0,19403570.0,19403808.244240806,1.0,0.0,0.0,238.2442408055067
15012,19403803,19403803,19403950,0,0,0,147
15015.0,19404009.0,19404009.0,19404220.817267083,1.0,0.0,0.0,211.8172670826316
15014,19403975,19403975,19404484,0,0,0,509
15016.0,19404111.0,19404111.0,19405168.13369115,1.0,0.0,0.0,1057.133691150695
15017.0,19404443.0,19404443.0,19405309.754318506,1.0,0.0,0.0,866.7543185055256
15013,19403957,19403957,19405653,0,0,0,1696
15018.0,19404460.0,19404460.0,19405856.7902104,1.0,0.0,0.0,1396.7902103997767
15020.0,19405681.0,19405681.0,19405950.596651822,1.0,0.0,0.0,269.59665182232857
15021,19405871,19405871,19406017,0,0,0,146
15022.0,19406472.0,19406472.0,19406830.02021623,1.0,0.0,0.0,358.02021623030305
15023,19406748,19406748,19407048,0,0,0,300
15024,19407496,19407496,19407642,0,0,0,146
15025,19407807,19407807,19407911,0,0,0,104
15026,19408190,19408190,19408486,0,0,0,296
15028.0,19408519.0,19408519.0,19408574.467171714,1.0,0.0,0.0,55.46717171370983
15027.0,19408207.0,19408207.0,19408574.623915344,1.0,0.0,0.0,367.6239153444767
15030.0,19408546.0,19408546.0,19408630.553592853,1.0,0.0,0.0,84.55359285324812
15031,19408572,19408572,19408674,0,0,0,102
15033.0,19408769.0,19408769.0,19409155.679874256,1.0,0.0,0.0,386.67987425625324
15034.0,19408783.0,19408783.0,19409441.54467324,1.0,0.0,0.0,658.5446732416749
15035.0,19408821.0,19408821.0,19409528.01658589,1.0,0.0,0.0,707.0165858902037
15036.0,19408947.0,19408947.0,19409574.86348295,1.0,0.0,0.0,627.8634829483926
15042.0,19409889.0,19409889.0,19409915.317510225,1.0,0.0,0.0,26.317510224878788
15048,19409890,19409890,19409994,0,0,0,104
15032,19408766,19408766,19409995,0,0,0,1229
15050.0,19409891.0,19409891.0,19410093.68165282,0.0,0.0,0.0,202.68165282160044
15043.0,19409890.0,19409890.0,19410204.742315184,1.0,0.0,0.0,314.742315184325
15044.0,19409890.0,19409890.0,19410204.875506893,1.0,0.0,0.0,314.87550689280033
15045.0,19409890.0,19409890.0,19410206.26115446,1.0,0.0,0.0,316.26115446165204
15046.0,19409890.0,19409890.0,19410208.328306466,1.0,0.0,0.0,318.328306466341
15049.0,19409891.0,19409891.0,19410256.145006772,2.0,0.0,0.0,365.1450067721307
15040.0,19409869.0,19409869.0,19410329.82444582,1.0,0.0,0.0,460.82444582134485
15047.0,19409890.0,19409890.0,19410330.188063063,2.0,0.0,0.0,440.18806306272745
15039.0,19409371.0,19409371.0,19410342.238759335,1.0,0.0,0.0,971.2387593351305
15055.0,19410064.0,19410093.68165282,19410678.148905337,1.0,0.0,29.681652821600437,614.1489053368568
15068.0,19410350.0,19410350.0,19411158.425789315,1.0,0.0,0.0,808.4257893152535
15057.0,19410347.0,19410347.0,19411158.659996595,1.0,0.0,0.0,811.6599965952337
15056.0,19410341.0,19410341.0,19411160.41749757,1.0,0.0,0.0,819.4174975715578
15059.0,19410348.0,19410348.0,19411162.070833035,1.0,0.0,0.0,814.0708330348134
15060.0,19410348.0,19410348.0,19411163.04853435,1.0,0.0,0.0,815.0485343486071
15061.0,19410348.0,19410348.0,19411163.82710944,1.0,0.0,0.0,815.8271094411612
15069.0,19410350.0,19410350.0,19411164.314659152,1.0,0.0,0.0,814.31465915218
15063.0,19410349.0,19410349.0,19411164.98006872,1.0,0.0,0.0,815.9800687208772
15058.0,19410347.0,19410347.0,19411165.196071103,1.0,0.0,0.0,818.1960711032152
15073.0,19410351.0,19410351.0,19411166.734326974,1.0,0.0,0.0,815.7343269735575
15070.0,19410350.0,19410350.0,19411166.814257763,1.0,0.0,0.0,816.8142577633262
15082.0,19410353.0,19410353.0,19411168.115890127,1.0,0.0,0.0,815.1158901266754
15065.0,19410349.0,19410349.0,19411168.5933724,1.0,0.0,0.0,819.5933724008501
15062.0,19410348.0,19410348.0,19411168.696177587,1.0,0.0,0.0,820.6961775869131
15081.0,19410352.0,19410352.0,19411168.73228534,1.0,0.0,0.0,816.7322853393853
15091.0,19410354.0,19410354.0,19411169.31982649,1.0,0.0,0.0,815.3198264911771
15067.0,19410349.0,19410349.0,19411169.448836662,1.0,0.0,0.0,820.4488366618752
15080.0,19410352.0,19410352.0,19411169.532803535,1.0,0.0,0.0,817.5328035354614
15072.0,19410351.0,19410351.0,19411169.853211004,1.0,0.0,0.0,818.853211004287
15075.0,19410352.0,19410352.0,19411170.439972866,1.0,0.0,0.0,818.4399728663266
15087.0,19410353.0,19410353.0,19411170.51623735,1.0,0.0,0.0,817.5162373483181
