S_ime,R_time,Processors,Sigma,id,type,Max_resource,Min_resource,Total_cost
0.0,8497.339534,2,0.245417,1,1,2,2,16994.679068
695.8210383,70.963555,2,0.972174,2,1,2,2,141.92711
1139.2966953,18009.100135,3,0.560986,3,1,3,3,54027.300405
2050.7401251,123205.228198,10,0.880554,4,1,10,10,1232052.28198
3677.9790474,31.017399,13,0.752653,5,1,13,13,403.226187
4543.8089175000005,7.175732,8,0.453731,6,1,8,8,57.405856
11020.8750642,431.726863,10,0.46404,7,2,14,6,4317.26863
14448.9113865,9.924151,19,1.134929,8,1,19,19,188.558869
18836.278924500002,2115.852686,3,1.169688,9,1,3,3,6347.5580580000005
21585.321329399998,759.758628,9,0.146437,10,1,9,9,6837.827652
27825.8975892,123981.272674,2,1.691955,11,1,2,2,247962.545348
29144.6572563,32227.446102,3,0.438828,12,1,3,3,96682.338306
36848.284706700004,1554.068799,3,1.433392,13,3,5,3,4662.206397
38222.991378000006,34.790836,25,0.879695,14,1,25,25,869.7709
42982.947864,231593.482555,3,1.075416,15,2,5,2,694780.447665
43127.313572700004,8.371296,28,0.968447,16,3,45,23,234.396288
45158.380671599996,73573.783163,45,1.274554,17,1,45,45,3310820.242335
58146.9420789,580.758792,3,0.512425,18,1,3,3,1742.2763759999998
66966.78924720001,1191.782551,2,0.774593,19,1,2,2,2383.565102
68358.2537286,15.790373,4,0.994014,20,1,4,4,63.161492
80264.36125710001,338025.845896,5,0.565415,21,1,5,5,1690129.22948
81455.55466050001,97.626799,7,1.111541,22,1,7,7,683.387593
83742.7736448,40.19389,7,1.013811,23,1,7,7,281.35723
98544.318984,7159.558649,3,0.551172,24,1,3,3,21478.675947
99523.2997548,907.507948,3,1.697329,25,2,5,2,2722.5238440000003
103637.39603490001,9267.474527,46,1.433619,26,2,63,28,426303.828242
106902.110268,162331.529208,45,1.691546,27,1,45,45,7304918.814359999
112417.2045261,14259.82672,4,1.469098,28,1,4,4,57039.30688
125459.7953337,294.11005,5,1.027437,29,1,5,5,1470.55025
133135.1343621,6152.196136,6,0.756208,30,1,6,6,36913.176816
139977.0509013,36.135244,3,0.91612,31,2,5,2,108.405732
154989.9400464,414367.078653,13,1.901678,32,1,13,13,5386772.022489
156685.64839380002,1147.38942,5,1.185098,33,3,8,4,5736.947099999999
160521.95892960002,606597.185863,40,1.472275,34,2,54,24,24263887.43452
173969.2700739,171760.178542,51,0.797668,35,3,82,41,8759769.105642
175065.1381098,8790.048867,35,0.352298,36,1,35,35,307651.710345
176801.51698380001,660.57663,2,1.819047,37,2,3,2,1321.15326
184909.6844037,1474723.657415,19,1.529392,38,1,19,19,28019749.490885
190753.1608734,1467.068005,4,1.23592,39,3,7,4,5868.27202
193043.48038199998,5.012044,46,0.954853,40,1,46,46,230.55402400000003
195841.2379059,4421.403852,11,0.946808,41,1,11,11,48635.442372000005
196491.55958190002,101.573043,8,1.426432,42,2,11,5,812.584344
200010.5175546,657.54415,30,1.163059,43,1,30,30,19726.3245
201818.4668118,88704.456986,3,0.722286,44,2,5,2,266113.370958
210695.9275827,18274.016427,53,0.909749,45,1,53,53,968522.870631
210746.2770954,5.991726,4,1.810925,46,1,4,4,23.966904
223554.3981633,1280.596086,2,1.231706,47,1,2,2,2561.192172
223663.3571079,2330.344159,2,0.946907,48,1,2,2,4660.688318
225975.6481167,1131048.287483,12,0.818877,49,1,12,12,13572579.449796
226554.9740892,8.287455,3,0.233691,50,1,3,3,24.862365
227817.9966213,97.479011,2,1.403179,51,3,4,2,194.958022
233040.4069455,44089.009658,24,1.17532,52,1,24,24,1058136.231792
238619.43563310002,22681.200307,2,0.668241,53,3,4,2,45362.400614
238890.3048846,222.363275,22,0.205654,54,2,30,14,4891.99205
239215.3119558,46932.470016,19,1.017181,55,1,19,19,891716.930304
246055.01699429998,637.407869,3,0.915404,56,3,5,3,1912.223607
248224.0416381,54.553556,23,1.345087,57,3,37,19,1254.731788
251667.5674203,2423571.75783,13,0.425924,58,1,13,13,31506432.85179
258849.7076385,2926.886151,3,0.455021,59,1,3,3,8780.658453
262208.708613,30.980894,2,0.407656,60,3,4,2,61.961788
262566.2097702,19.003666,56,1.257874,61,1,56,56,1064.205296
274313.4126183,358184.102094,2,0.493794,62,1,2,2,716368.204188
277119.9202176,456305.579295,9,0.563694,63,1,9,9,4106750.213655
280971.48065670003,87825.807328,9,0.035886,64,1,9,9,790432.2659519999
292363.54940970003,58.860262,7,0.568106,65,2,10,5,412.021834
298021.77171,102436.211331,13,0.832186,66,1,13,13,1331670.747303
298583.9725275,330.471445,2,1.691556,67,2,3,2,660.94289
299978.6539131,1008987.580273,29,1.511337,68,1,29,29,29260639.827917
309844.7880354,157.304765,2,1.227968,69,1,2,2,314.60953
312468.2398575,4.648143,4,0.121882,70,1,4,4,18.592572
318420.7760493,19.998485,3,1.414277,71,1,3,3,59.99545499999999
319961.35040490003,2627183.526319,3,0.629308,72,2,5,2,7881550.578957
329092.2431406,45.102172,22,0.427123,73,3,36,18,992.247784
330628.9572756,1467844.884791,54,1.02764,74,3,87,44,79263623.778714
340033.7560896,16732.387747,60,0.278341,75,1,60,60,1003943.26482
342673.4912346,44402.264448,4,1.712024,76,3,7,4,177609.057792
347761.3953897,14.897064,41,1.157831,77,3,66,33,610.779624
352945.1985516,155.609916,29,0.959988,78,3,47,24,4512.687564
359889.2124039,13685.296682,28,1.891246,79,3,45,23,383188.307096
360687.72253140004,25681.739802,24,1.581026,80,2,33,15,616361.755248
364110.6593241,922679.505773,27,0.885978,81,2,37,17,24912346.655871
381307.73291910003,2946618.954497,22,0.572462,82,3,36,18,64825616.998934
384447.6988074,12866.055784,56,0.757459,83,1,56,56,720499.123904
385508.3826699,42354.933844,7,1.185723,84,3,12,6,296484.536908
397679.3946738,202484.141858,25,1.713812,85,1,25,25,5062103.546449999
399983.09837400005,44722.254733,6,0.710195,86,1,6,6,268333.528398
402523.5128814,250487.805501,6,0.695554,87,1,6,6,1502926.833006
406154.02877280005,500.088348,3,0.355732,88,1,3,3,1500.265044
416339.2833993,32578.058268,3,0.126131,89,3,5,3,97734.174804
419995.12275900005,402127.920681,22,1.802042,90,1,22,22,8846814.254982
420450.43563360005,1990021.657177,3,1.350623,91,1,3,3,5970064.971531
420505.7090814,125.162596,9,0.768849,92,1,9,9,1126.463364
420531.1959672,1553606.620721,7,0.770026,93,3,12,6,10875246.345047
422123.6703636,282912.446831,16,1.895184,94,2,22,10,4526599.149296
427195.96045560006,5.756886,17,1.144815,95,3,28,14,97.867062
428659.8001695,3.393693,55,0.904089,96,2,75,33,186.653115
432685.7016939,411.192156,38,1.286641,97,1,38,38,15625.301928
434287.7334675,19314.835357,4,0.41564,98,2,6,3,77259.341428
434650.1929083,49.788776,55,0.719516,99,1,55,55,2738.38268
440657.63704620005,6.593878,6,1.836625,100,1,6,6,39.563268
444558.3383358,78.529048,2,0.166314,101,3,4,2,157.058096
452611.2597633,204614.137365,30,0.240369,102,3,48,24,6138424.12095
454023.4520862,4222.469131,13,1.200216,103,2,18,8,54892.098703
456019.7487678,182.412846,28,1.866996,104,2,38,17,5107.559688
456943.6774161,433028.367737,19,1.545461,105,1,19,19,8227538.987002999
462365.3390697,4.476622,4,1.406888,106,1,4,4,17.906488
468054.7828488,15.115639,3,0.652518,107,1,3,3,45.346917
468102.84361920005,2623.891532,2,1.610492,108,1,2,2,5247.783064
474166.16254260007,4832.683706,2,1.718889,109,1,2,2,9665.367412
479567.88462150004,2935.157923,6,0.178815,110,1,6,6,17610.947538
479887.6066416,818288.101286,4,1.270798,111,2,6,3,3273152.405144
482963.8301739,1198408.389873,19,1.537425,112,3,31,16,22769759.407587003
484870.4967501,5.524463,23,1.661708,113,3,37,19,127.062649
485110.5270156,267802.318947,36,1.894263,114,1,36,36,9640883.482092
488488.14880200004,48.346838,2,1.187584,115,1,2,2,96.693676
493980.5390292,684571.640795,11,1.429058,116,2,15,7,7530288.048745
494053.74004500004,23373.999037,39,0.533884,117,1,39,39,911585.962443
496686.6183303,124112.240966,3,0.504515,118,1,3,3,372336.722898
497460.38586030004,827799.261888,12,1.173217,119,1,12,12,9933591.142655998
497698.4020464,4998.773582,10,1.609732,120,2,14,6,49987.73582
505325.5859988,127.544595,17,0.667556,121,3,28,14,2168.258115
506652.73182990006,16966.396815,23,0.589601,122,2,32,14,390227.126745
508052.58373620006,143.76045,60,1.210572,123,1,60,60,8625.627
513981.49780440005,26.131653,4,0.936863,124,1,4,4,104.526612
514732.6317384,215.574133,4,0.841331,125,1,4,4,862.296532
528796.8577908,500.788016,6,1.186498,126,1,6,6,3004.7280960000003
529220.0954637,134688.184048,7,1.178353,127,2,10,5,942817.288336
534438.2221037999,291.811787,21,0.114549,128,2,29,13,6128.047527
546702.1905897,165195.493317,43,0.08521,129,1,43,43,7103406.212630999
550245.871872,203.233367,10,1.515292,130,1,10,10,2032.33367
550452.7371096,12755.278665,2,0.526609,131,1,2,2,25510.55733
550572.3162855,206.793346,6,0.801925,132,3,10,5,1240.760076
553107.105855,221.517106,17,0.010973,133,1,17,17,3765.790802
554244.3364149,228.633575,3,0.997096,134,1,3,3,685.900725
554950.8585576,7262.872392,2,1.508692,135,3,4,2,14525.744784
557628.8726025,49.766663,44,0.182039,136,1,44,44,2189.733172
559342.2395322,5.624603,11,1.514349,137,3,18,9,61.870633
561726.1792233001,77076.942242,13,1.944321,138,1,13,13,1002000.249146
564688.9398609,5090.727289,7,0.358066,139,3,12,6,35635.091023
569453.0987664,1670269.545084,35,1.134629,140,1,35,35,58459434.07794
576106.8975027001,1019.553642,2,0.750742,141,1,2,2,2039.107284
578258.6691294,1077520.434039,5,1.040395,142,1,5,5,5387602.170195
583076.8681271999,47.201629,2,1.79197,143,3,4,2,94.403258
587522.5263216,2318.174422,18,1.955685,144,3,29,15,41727.139596
588412.6777539,2671.856965,61,0.516027,145,3,98,49,162983.27486499998
591246.5356314001,12138.354707,14,0.75602,146,1,14,14,169936.965898
603001.6251606001,12426.254437,12,0.160551,147,2,17,8,149115.053244
604225.4994459,46538.711876,42,0.266512,148,1,42,42,1954625.898792
604661.5071423,2023.117372,6,1.924435,149,3,10,5,12138.704232
609070.1795451,283.074417,34,0.107491,150,3,55,28,9624.530178
614476.9755621001,543577.113117,28,0.557696,151,2,38,17,15220159.167276
617890.5898038,216515.443817,21,0.160744,152,3,34,17,4546824.320157
618398.666631,24.114726,26,0.950369,153,2,36,16,626.982876
619629.8608548001,76.348155,47,1.302074,154,2,64,29,3588.3632850000004
628342.4800728001,6906.814539,33,1.102341,155,3,53,27,227924.879787
635457.4995969001,1061791.694195,34,0.084107,156,3,55,28,36100917.60263
643790.2684751999,318.027333,34,1.889171,157,1,34,34,10812.929322
643912.1267769,844.01946,6,1.398285,158,2,9,4,5064.11676
646151.6685654001,10991.079275,15,0.767232,159,1,15,15,164866.189125
646785.4101219,21.008812,4,1.580859,160,1,4,4,84.035248
648588.4682976,1219367.299839,5,0.997981,161,1,5,5,6096836.499195
649217.6961813001,49218.915505,6,1.426383,162,1,6,6,295313.49303
653575.7361348,495602.814351,2,0.431945,163,1,2,2,991205.628702
655212.1211739,41.36017,3,0.217967,164,1,3,3,124.08051
656781.1402698,58625.576313,8,0.673055,165,1,8,8,469004.610504
659468.3781033,50.201854,3,1.683908,166,3,5,3,150.605562
675670.9075605,3419.943198,47,0.746535,167,2,64,29,160737.330306
