(240, 19397347)
(440, 19399133)
(241, 19401618)
(241, 19402386)
(276, 19402940)
(276, 19403044)
(277, 19403080)
(277, 19403254)
(276, 19403398)
(277, 19403436)
(277, 19403570)
(312, 19403803)
(276, 19403957)
(277, 19403975)
(278, 19404009)
(314, 19404111)
(349, 19404443)
(385, 19404460)
(2384, 19405647)
(2349, 19405681)
(2513, 19405871)
(2241, 19406472)
(2441, 19406748)
(2440, 19407496)
(2440, 19407807)
(2241, 19408190)
(2242, 19408207)
(2481, 19408519)
(4481, 19408540)
(4721, 19408546)
(4961, 19408572)
(4480, 19408766)
(4481, 19408769)
(4721, 19408783)
(4961, 19408821)
(5201, 19408947)
(7201, 19409017)
(7441, 19409331)
(7489, 19409371)
(9728, 19409869)
(9748, 19409889)
(12268, 19409890)
(19948, 19409891)
(20168, 19409958)
(20408, 19409982)
(19128, 19410009)
(11448, 19410035)
(11209, 19410064)
(10989, 19410341)
(11029, 19410347)
(11109, 19410348)
(11209, 19410349)
(11289, 19410350)
(11349, 19410351)
(11489, 19410352)
(11629, 19410353)
(11769, 19410354)
(11909, 19410355)
(11949, 19410356)
(8741, 19410775)
(8821, 19410796)
(11220, 19411583)
(11260, 19411794)
(11280, 19411801)
(8940, 19411886)
(8920, 19411903)
(8400, 19411929)
(8656, 19411948)
(9296, 19411957)
(10576, 19411970)
(7860, 19412372)
(7980, 19412378)
(10380, 19412379)
(18060, 19412380)
(8080, 19413342)
(6000, 19416808)
(8400, 19417005)
(8656, 19417814)
(10656, 19417852)
(12656, 19417883)
(13136, 19421331)
(13456, 19422261)
(13776, 19422298)
(14096, 19422345)
(14128, 19427166)
(14128, 19437371)
(14080, 19437547)
(14080, 19437961)
(14100, 19440126)
(14160, 19440132)
(14240, 19440133)
(14320, 19440134)
(14420, 19440135)
(14480, 19440136)
(14620, 19440137)
(14760, 19440138)
(14900, 19440139)
(15020, 19440140)
(15080, 19440141)
(14598, 19469983)
(14634, 19470285)
(14670, 19470302)
(14671, 19470687)
(14672, 19470801)
(14673, 19470878)
(14721, 19470948)
(14720, 19471384)
(14721, 19471390)
(13639, 19472221)
(13879, 19473071)
(14119, 19473102)
(14359, 19473140)
(14599, 19473173)
(14839, 19473201)
(15079, 19473283)
(15319, 19473285)
(15559, 19473289)
(15799, 19473292)
(15799, 19473533)
(16199, 19473617)
(16279, 19473716)
(16359, 19473743)
(16359, 19473850)
(16499, 19474740)
(18899, 19474741)
(21459, 19474742)
(23918, 19474861)
(23398, 19474886)
(21498, 19475218)
(21499, 19475224)
(22779, 19475326)
(21498, 19475775)
(22778, 19476026)
(21778, 19476373)
(23058, 19476457)
(24038, 19476564)
(16378, 19477400)
(16418, 19477405)
(17618, 19477406)
(21458, 19477407)
(24018, 19477519)
(16378, 19478281)
(16378, 19478609)
(16438, 19478686)
(21478, 19478687)
(21498, 19478777)
(22098, 19478783)
(24018, 19478784)
(23998, 19478844)
(21478, 19479047)
(24038, 19479083)
(24038, 19479131)
(23778, 19479204)
(21538, 19479267)
(21518, 19479351)
(21526, 19479427)
(16644, 19479809)
(16122, 19482263)
(16170, 19482330)
(16170, 19482592)
(16218, 19482645)
(16170, 19482703)
(17382, 19483053)
(17402, 19483092)
(16150, 19483278)
(16198, 19483513)
(16170, 19483749)
(16770, 19483755)
(18690, 19483756)
(19310, 19483794)
(19950, 19483800)
(23790, 19483801)
(23810, 19483804)
(23870, 19483816)
(23950, 19483817)
(24010, 19483822)
(24010, 19483832)
(23970, 19483845)
(24010, 19483854)
(23930, 19483868)
(23930, 19483868)
(23930, 19483869)
(23730, 19483887)
(23730, 19483909)
(23090, 19483910)
(23770, 19483911)
(23350, 19484144)
(21290, 19484285)
(20650, 19484697)
(20410, 19484787)
(20410, 19485015)
(20510, 19485069)
(21570, 19485489)
(21570, 19485710)
(16410, 19486063)
(15990, 19487596)
(14692, 19492747)
(15172, 19492877)
(15652, 19492923)
(15412, 19492977)
(16692, 19493866)
(15952, 19494609)
(16512, 19494629)
(17072, 19494643)
(15312, 19495076)
(17312, 19495098)
(17552, 19495099)
(20052, 19495980)
(22592, 19496078)
(17912, 19496339)
(18152, 19496351)
(18632, 19496369)
(19432, 19496388)
(19432, 19496406)
(19432, 19496417)
(19652, 19496431)
(18932, 19496761)
(18912, 19496979)
(18812, 19497637)
(16392, 19498192)
(18952, 19498207)
(21512, 19498218)
(22792, 19498318)
(22792, 19498343)
(15350, 19499426)
(15606, 19501529)
(17966, 19504101)
(23086, 19504167)
(22366, 19504262)
(22366, 19504380)
(23626, 19504475)
(23606, 19505354)
(23607, 19505378)
