id,Arrival,Start,Completion,No_of_expansion,No_of_shrinkage,Wait_time,Turn_around_time
15002,19399133,19399133,19399249,0,0,0,116
15003,19401618,19401618,19402080,0,0,0,462
15004,19402386,19402386,19402632,0,0,0,246
15005,19402940,19402940,19403024,0,0,0,84
15006,19403044,19403044,19403127,0,0,0,83
15007,19403080,19403080,19403307,0,0,0,227
15008,19403254,19403254,19403349,0,0,0,95
15009,19403398,19403398,19403500,0,0,0,102
15010,19403436,19403436,19403684,0,0,0,248
15011,19403570,19403570,19403811,0,0,0,241
15012,19403803,19403803,19403950,0,0,0,147
15015,19404009,19404009,19404407,0,0,0,398
15014,19403975,19403975,19404484,0,0,0,509
15013,19403957,19403957,19405653,0,0,0,1696
15018.0,19404460.0,19404460.0,19405839.50432897,1.0,0.0,0.0,1379.504328969866
15016,19404111,19404111,19405841,0,0,0,1730
15020.0,19405681.0,19405681.0,19405949.960722763,1.0,0.0,0.0,268.9607227630913
15021,19405871,19405871,19406017,0,0,0,146
15017,19404443,19404443,19406109,0,0,0,1666
15022.0,19406472.0,19406472.0,19406831.569487933,1.0,0.0,0.0,359.56948793306947
15023,19406748,19406748,19407048,0,0,0,300
15024,19407496,19407496,19407642,0,0,0,146
15025,19407807,19407807,19407911,0,0,0,104
15026,19408190,19408190,19408486,0,0,0,296
15027.0,19408207.0,19408207.0,19408534.35847803,1.0,0.0,0.0,327.3584780283272
15028.0,19408519.0,19408519.0,19408603.920133047,1.0,0.0,0.0,84.92013304680586
15031,19408572,19408572,19408674,0,0,0,102
15030.0,19408546.0,19408546.0,19408713.966544334,1.0,1.0,0.0,167.96654433384538
15033.0,19408769.0,19408769.0,19409154.24907745,1.0,0.0,0.0,385.24907745048404
15034.0,19408783.0,19408783.0,19409443.71935492,1.0,0.0,0.0,660.7193549200892
15035.0,19408821.0,19408821.0,19409523.070616104,1.0,0.0,0.0,702.0706161037087
15036.0,19408947.0,19408947.0,19409576.813496243,1.0,0.0,0.0,629.8134962432086
15042,19409889,19409889,19409936,0,0,0,47
15032,19408766,19408766,19409995,0,0,0,1229
15048.0,19409890.0,19409890.0,19410161.74357657,1.0,1.0,0.0,271.74357657134533
15044.0,19409890.0,19409890.0,19410287.977674127,1.0,1.0,0.0,397.97767412662506
15040.0,19409869.0,19409869.0,19410325.69941032,1.0,0.0,0.0,456.6994103193283
15050.0,19409891.0,19409893.260466043,19410347.593957502,1.0,0.0,2.260466042906046,456.5939575023949
15045.0,19409890.0,19409890.0,19410417.34926748,1.0,0.0,0.0,527.3492674790323
15043,19409890,19409890,19410490,0,0,0,600
15046.0,19409890.0,19409890.0,19410514.97833425,2.0,1.0,0.0,624.9783342517912
15047.0,19409890.0,19409890.0,19410526.80497801,2.0,1.0,0.0,636.8049780093133
15049.0,19409891.0,19409891.0,19410564.838694423,2.0,3.0,0.0,673.8386944234371
15039.0,19409371.0,19409371.0,19410577.756368965,1.0,0.0,0.0,1206.7563689649105
15055.0,19410064.0,19410161.74357657,19411361.74357657,0.0,0.0,97.74357657134533,1297.7435765713453
15107,19411583,19411583,19411802,0,0,0,219
15109,19411801,19411801,19411848,0,0,0,47
15108,19411794,19411794,19411898,0,0,0,104
15057.0,19410347.0,19410347.593957502,19411898.593957502,0.0,0.0,0.5939575023949146,1551.593957502395
15059,19410348,19410348,19411899,0,0,0,1551
15060,19410348,19410348,19411899,0,0,0,1551
15061,19410348,19410348,19411899,0,0,0,1551
15063,19410349,19410349,19411900,0,0,0,1551
15068,19410350,19410350,19411901,0,0,0,1551
15069,19410350,19410350,19411901,0,0,0,1551
15056,19410341,19410341,19411908,0,0,0,1567
15058.0,19410347.0,19410347.593957502,19411910.593957502,0.0,0.0,0.5939575023949146,1563.593957502395
15062,19410348,19410348,19411911,0,0,0,1563
15064,19410349,19410349,19411912,0,0,0,1563
15065,19410349,19410349,19411912,0,0,0,1563
15066,19410349,19410349,19411912,0,0,0,1563
15067,19410349,19410349,19411912,0,0,0,1563
15070,19410350,19410350,19411913,0,0,0,1563
15071,19410350,19410350,19411913,0,0,0,1563
15072,19410351,19410351,19411914,0,0,0,1563
15073,19410351,19410351,19411914,0,0,0,1563
15074,19410351,19410351,19411914,0,0,0,1563
15075,19410352,19410352,19411915,0,0,0,1563
15076,19410352,19410352,19411915,0,0,0,1563
15077,19410352,19410352,19411915,0,0,0,1563
15078,19410352,19410352,19411915,0,0,0,1563
15079,19410352,19410352,19411915,0,0,0,1563
15080,19410352,19410352,19411915,0,0,0,1563
15081,19410352,19410352,19411915,0,0,0,1563
15082,19410353,19410353,19411916,0,0,0,1563
15083,19410353,19410353,19411916,0,0,0,1563
15084,19410353,19410353,19411916,0,0,0,1563
15085,19410353,19410353,19411916,0,0,0,1563
15086,19410353,19410353,19411916,0,0,0,1563
15087,19410353,19410353,19411916,0,0,0,1563
15088,19410353,19410353,19411916,0,0,0,1563
15089,19410354,19410354,19411917,0,0,0,1563
15090,19410354,19410354,19411917,0,0,0,1563
15091,19410354,19410354,19411917,0,0,0,1563
15092,19410354,19410354,19411917,0,0,0,1563
15093,19410354,19410354,19411917,0,0,0,1563
15094,19410354,19410354,19411917,0,0,0,1563
15095,19410354,19410354,19411917,0,0,0,1563
