S_ime,R_time,Processors,Sigma,id,type,Max_resource,Min_resource,Total_cost
0.0,8497.339534,2,0.245417,1,1,2,2,16994.679068
773.1344875,70.963555,2,0.972174,2,1,2,2,141.92711
1265.885217,18009.100135,3,0.560986,3,2,5,2,54027.300405
2278.600139,123205.228198,7,0.880554,4,2,10,5,862436.597386
4086.6433855,31.017399,9,0.752653,5,2,13,6,279.156591
5048.6765755,7.175732,6,0.453731,6,2,9,4,43.054392
12245.4167375,431.726863,7,0.46404,7,2,10,5,3022.088041
16054.3459855,9.924151,12,1.134929,8,1,12,12,119.089812
20929.1988055,2115.852686,2,1.169688,9,2,3,2,4231.705372
23983.690366,759.758628,6,0.146437,10,1,6,6,4558.551768
30917.663988,123981.272674,2,1.691955,11,1,2,2,247962.545348
32382.9525075,32227.446102,3,0.438828,12,1,3,3,96682.338306
40942.5385625,1554.068799,3,1.433392,13,2,5,2,4662.206397
42469.9904195,34.790836,15,0.879695,14,2,21,9,521.86254
47758.83096,231593.482555,3,1.075416,15,2,5,2,694780.447665
47919.2373025,8.371296,16,0.968447,16,2,22,10,133.940736
50175.9785245,73573.783163,24,1.274554,17,1,24,24,1765770.795912
64607.7134215,580.758792,3,0.512425,18,1,3,3,1742.2763759999998
74407.543608,1191.782551,2,0.774593,19,2,3,2,2383.565102
75953.6152535,15.790373,4,0.994014,20,2,6,3,63.161492
89182.623619,338025.845896,4,0.565415,21,2,6,3,1352103.383584
90506.171845,97.626799,5,1.111541,22,2,7,3,488.133995
93047.5262725,40.19389,5,1.013811,23,1,5,5,200.96945
109493.6877595,7159.558649,3,0.551172,24,1,3,3,21478.675947
110581.444172,907.507948,3,1.697329,25,2,5,2,2722.5238440000003
115152.662261,9267.474527,25,1.433619,26,2,34,15,231686.863175
118780.1225195,162331.529208,24,1.691546,27,2,33,15,3895956.700992
124908.005029,14259.82672,4,1.469098,28,2,6,3,57039.30688
139399.7725925,294.11005,4,1.027437,29,2,6,3,1176.4402
147927.9270695,6152.196136,4,0.756208,30,1,4,4,24608.784544
155530.056557,36.135244,3,0.91612,31,2,5,2,108.405732
172211.0444955,414367.078653,9,1.901678,32,2,13,6,3729303.707877
174095.1648825,1147.38942,4,1.185098,33,2,6,3,4589.55768
178357.732144,606597.185863,22,1.472275,34,2,30,14,13345138.088986
193299.188971,171760.178542,27,0.797668,35,2,37,17,4637524.820634
194516.820122,8790.048867,20,0.352298,36,1,20,20,175800.97733999998
196446.129982,660.57663,2,1.819047,37,2,3,2,1321.15326
205455.2048925,1474723.657415,12,1.529392,38,2,17,8,17696683.88898
211947.956526,1467.068005,4,1.23592,39,2,6,3,5868.27202
214492.75598,5.012044,24,0.954853,40,2,33,15,120.28905600000002
217601.375451,4421.403852,7,0.946808,41,2,10,5,30949.826964000003
218323.955091,101.573043,6,1.426432,42,2,9,4,609.438258
222233.9083945,657.54415,18,1.163059,43,2,25,11,11835.7947
224242.740902,88704.456986,3,0.722286,44,2,5,2,266113.370958
234106.5862025,18274.016427,27,0.909749,45,1,27,27,493398.443529
234162.530106,5.991726,3,1.810925,46,1,3,3,17.975178
248393.775737,1280.596086,2,1.231706,47,1,2,2,2561.192172
248514.8412315,2330.344159,2,0.946907,48,2,3,2,4660.688318
251084.053463,1131048.287483,8,0.818877,49,1,8,8,9048386.299864
251727.7489875,8.287455,3,0.233691,50,1,3,3,24.862365
253131.1073575,97.479011,2,1.403179,51,2,3,2,194.958022
258933.785495,44089.009658,14,1.17532,52,1,14,14,617246.135212
265132.7062585,22681.200307,2,0.668241,53,2,3,2,45362.400614
265433.6720935,222.363275,13,0.205654,54,2,18,8,2890.722575
265794.791062,46932.470016,12,1.017181,55,1,12,12,563189.640192
273394.463327,637.407869,2,0.915404,56,2,3,2,1274.815738
275804.490709,54.553556,14,1.345087,57,2,19,9,763.749784
279630.6304675,2423571.75783,9,0.425924,58,1,9,9,21812145.82047
287610.7862655,2926.886151,3,0.455021,59,1,3,3,8780.658453
291343.00957,30.980894,2,0.407656,60,2,3,2,61.961788
291740.233078,19.003666,29,1.257874,61,1,29,29,551.106314
304792.6806865,358184.102094,2,0.493794,62,2,3,2,716368.204188
307911.022464,456305.579295,6,0.563694,63,2,9,4,2737833.47577
312190.5340625,87825.807328,6,0.035886,64,2,9,4,526954.843968
324848.388233,58.860262,5,0.568106,65,2,7,3,294.30131
331135.3019,102436.211331,9,0.832186,66,1,9,9,921925.901979
331759.9694745,330.471445,2,1.691556,67,2,3,2,660.94289
333309.6154585,1008987.580273,17,1.511337,68,1,17,17,17152788.864641
344271.986706,157.304765,2,1.227968,69,1,2,2,314.60953
347186.933175,4.648143,3,0.121882,70,1,3,3,13.944429
353800.8622775,19.998485,3,1.414277,71,1,3,3,59.99545499999999
355512.611561,2627183.526319,2,0.629308,72,2,3,2,5254367.052638
365658.047934,45.102172,13,0.427123,73,2,18,8,586.3282360000001
367365.5080835,1467844.884791,28,1.02764,74,2,38,17,41099656.774148
377815.2845445,16732.387747,31,0.278341,75,1,31,31,518704.0201570001
380748.3235935,44402.264448,3,1.712024,76,2,5,2,133206.793344
386401.5504325,14.897064,22,1.157831,77,2,30,14,327.735408
392161.331724,155.609916,17,0.959988,78,2,23,11,2645.368572
399876.9026705,13685.296682,16,1.891246,79,2,22,10,218964.746912
400764.136146,25681.739802,15,1.581026,80,2,21,9,385226.09703
404567.3992495,922679.505773,16,0.885978,81,2,22,10,14762872.092368
423675.258799,2946618.954497,13,0.572462,82,2,18,8,38306046.408461004
