id,Arrival,Start,Completion,No_of_expansion,No_of_shrinkage,Wait_time,Turn_around_time,Exe_time
15002.0,16489263.05,16489263.05,16489379.05,0.0,0.0,0.0,116.0,116.0
15003.0,16491375.3,16491375.3,16491837.3,0.0,0.0,0.0,462.0,462.0
15004.0,16492028.1,16492028.1,16492274.1,0.0,0.0,0.0,246.0,246.0
15005.0,16492499.0,16492499.0,16492583.0,0.0,0.0,0.0,84.0,84.0
15006.0,16492587.4,16492587.4,16492646.463602634,1.0,0.0,0.0,59.06360263377428,59.06360263377428
15007.0,16492618.0,16492618.0,16492797.695315838,1.0,0.0,0.0,179.6953158378601,179.6953158378601
15008.0,16492765.9,16492765.9,16492860.9,0.0,0.0,0.0,95.0,95.0
15009.0,16492888.3,16492888.3,16492958.382286096,1.0,0.0,0.0,70.08228609524667,70.08228609524667
15010.0,16492920.6,16492920.6,16493085.725067198,1.0,0.0,0.0,165.12506719864905,165.12506719864905
15011.0,16493034.5,16493034.5,16493255.86320115,1.0,0.0,0.0,221.36320115067065,221.36320115067065
15012.0,16493232.55,16493232.55,16493373.388873985,1.0,0.0,0.0,140.83887398429215,140.83887398429215
15014.0,16493378.75,16493378.75,16493582.25926881,1.0,0.0,0.0,203.50926880910993,203.50926880910993
15015.0,16493407.65,16493407.65,16493608.982804881,1.0,0.0,0.0,201.33280488103628,201.33280488103628
15013.0,16493363.45,16493363.45,16494246.075765537,1.0,0.0,0.0,882.6257655378431,882.6257655378431
15016.0,16493494.35,16493494.35,16494525.105729654,1.0,0.0,0.0,1030.7557296548039,1030.7557296548039
15017.0,16493776.55,16493776.55,16494647.166093208,1.0,0.0,0.0,870.6160932071507,870.6160932071507
15020.0,16494828.85,16494828.85,16495081.590259789,1.0,0.0,0.0,252.74025978893042,252.74025978893042
15018.0,16493791.0,16493791.0,16495101.323221715,1.0,0.0,0.0,1310.3232217151672,1310.3232217151672
15021.0,16494990.35,16494990.35,16495136.35,0.0,0.0,0.0,146.0,146.0
