id,Arrival,Start,Completion,No_of_expansion,No_of_shrinkage,Wait_time,Turn_around_time
10001,15340149,15340149,15340386,0,0,0,237
10002,15340547,15340547,15340769,0,0,0,222
10003,15341035,15341035,15341523,0,0,0,488
10010,15342571,15342571,15343379,0,0,0,808
10015,15344541,15344541,15344699,0,0,0,158
10004.0,15341724.0,15341724.0,15344823.018392941,1.0,0.0,0.0,3099.018392940983
10016,15345138,15345138,15345285,0,0,0,147
10018,15345789,15345789,15345935,0,0,0,146
10011,15343404,15343404,15346696,0,0,0,3292
10019,15346646,15346646,15346792,0,0,0,146
10021,15346981,15346981,15347169,0,0,0,188
10023,15347412,15347412,15347567,0,0,0,155
10024,15347750,15347750,15347908,0,0,0,158
10027,15348061,15348061,15348197,0,0,0,136
10030,15349258,15349258,15349362,0,0,0,104
10031,15349677,15349677,15349823,0,0,0,146
10032,15349967,15349967,15350114,0,0,0,147
10033,15350201,15350201,15350347,0,0,0,146
10034,15350516,15350516,15350578,0,0,0,62
10035,15350549,15350549,15350778,0,0,0,229
10012.0,15343583.0,15343583.0,15354252.457387382,1.0,0.0,0.0,10669.457387382165
10025.0,15347933.0,15347933.0,15358548.453315748,1.0,0.0,0.0,10615.453315747902
10009,15342523,15342523,15361466,0,0,0,18943
10014,15344473,15344473,15365233,0,0,0,20760
10028,15348404,15348404,15369519,0,0,0,21115
10022,15347151,15347151,15374663,0,0,0,27512
10029,15348988,15348988,15375613,0,0,0,26625
10037.0,15358258.0,15358258.0,15375672.127162077,1.0,0.0,0.0,17414.127162076533
10020,15346758,15346758,15376995,0,0,0,30237
10049,15374630,15374630,15377032,0,0,0,2402
10053.0,15376994.0,15376994.0,15378629.882735027,1.0,0.0,0.0,1635.8827350270003
10052,15376962,15376962,15380094,0,0,0,3132
10043.0,15369005.0,15369005.0,15380123.38567552,1.0,0.0,0.0,11118.385675519705
10050,15375535,15375535,15383362,0,0,0,7827
10039,15365705,15365705,15386176,0,0,0,20471
10040,15365759,15365759,15386197,0,0,0,20438
10036,15356030,15356030,15386323,0,0,0,30293
10045,15369476,15369476,15390326,0,0,0,20850
10056,15383325,15383325,15391133,0,0,0,7808
10041,15368300,15368300,15392216,0,0,0,23916
10042,15368325,15368325,15392225,0,0,0,23900
10007.0,15342295.0,15342295.0,15392604.2378147,1.0,0.0,0.0,50309.23781470023
10006.0,15342274.0,15342274.0,15393139.775471013,1.0,0.0,0.0,50865.77547101304
10005.0,15342163.0,15342163.0,15394631.398555458,1.0,0.0,0.0,52468.39855545759
10051,15376809,15376809,15395351,0,0,0,18542
10046,15371221,15371221,15397691,0,0,0,26470
10047,15371693,15371693,15398275,0,0,0,26582
