S_ime,W_time,R_time,Processors,id,type,Max_resource,Min_resource,Total_cost
0.0,11,74700,240,15001,2,384,168,17928000
401.85,0,116,200,15002,2,320,140,23200
960.975,5,462,1,15003,2,2,1,462
1133.775,0,246,1,15004,2,2,1,246
1258.425,2,84,36,15005,2,58,26,3024
1281.825,1,83,36,15006,2,58,26,2988
1289.925,1,227,1,15007,3,2,1,227
1329.075,1,95,36,15008,2,58,26,3420
1361.4750000000001,1,102,36,15009,2,58,26,3672
1370.025,5,248,1,15010,3,2,1,248
1400.175,4,241,36,15011,3,58,29,8676
1452.6000000000001,1,147,36,15012,2,58,26,5292
1487.25,6,1696,36,15013,2,58,26,61056
1491.3,10,509,1,15014,2,2,1,509
1498.95,3,398,1,15015,2,2,1,398
1521.9,5,1730,36,15016,2,58,26,62280
1596.6000000000001,9,1666,36,15017,2,58,26,59976
1600.425,3,1591,36,15018,2,58,26,57276
1867.5,0,9157,2000,15019,2,3200,1400,18314000
1875.15,1,405,1,15020,2,2,1,405
1917.9,6,146,200,15021,2,320,140,29200
2053.125,0,499,1,15022,3,2,1,499
2115.225,1,300,200,15023,3,320,160,60000
2283.525,3,146,200,15024,3,320,160,29200
2353.5,4,104,200,15025,2,320,140,20800
2439.675,0,296,1,15026,2,2,1,296
2443.5,11,458,1,15027,2,2,1,458
2513.7000000000003,9,83,240,15028,2,384,168,19920
2518.425,0,86400,2000,15029,2,3200,1400,172800000
2519.775,6,135,240,15030,3,384,192,32400
2525.625,2,102,240,15031,2,384,168,24480
2569.275,0,1229,240,15032,2,384,168,294960
2569.9500000000003,9,1062,1,15033,2,2,1,1062
2573.1,11,1227,240,15034,3,384,192,294480
2581.65,4,1229,240,15035,3,384,192,294960
2610.0,1,1133,240,15036,2,384,168,271920
2625.75,361,6929,2000,15037,2,3200,1400,13858000
2696.4,0,62727,240,15038,2,384,168,15054480
2705.4,7,1400,48,15039,2,77,34,67200
2817.4500000000003,6731,843,2000,15040,3,3200,1600,1686000
2817.4500000000003,2,62198,240,15041,2,384,168,14927520
2821.9500000000003,4,47,20,15042,2,32,14,940
2822.175,3,600,40,15043,3,64,32,24000
2822.175,3,600,80,15044,3,128,64,48000
2822.175,3,600,160,15045,3,256,128,96000
2822.175,3,600,320,15046,3,512,256,192000
2822.175,3,600,640,15047,2,1024,448,384000
2822.175,722,104,1280,15048,3,2048,1024,133120
2822.4,2933,143,2560,15049,3,4096,2048,366080
2822.4,6416,122,5120,15050,3,8192,4096,624640
2837.475,4,62096,240,15051,2,384,168,14903040
2842.875,2842,59234,240,15052,2,384,168,14216160
2848.9500000000003,2837,59212,240,15053,3,384,192,14210880
2854.8,2932,59091,240,15054,2,384,168,14181840
2861.3250000000003,1,1200,1,15055,2,2,1,1200
2923.65,1,1567,20,15056,2,32,14,31340
2925.0,11,1551,20,15057,3,32,16,31020
2925.0,11,1563,20,15058,2,32,14,31260
2925.225,10,1551,20,15059,3,32,16,31020
2925.225,10,1551,20,15060,3,32,16,31020
2925.225,10,1551,20,15061,3,32,16,31020
2925.225,10,1563,20,15062,2,32,14,31260
2925.4500000000003,9,1551,20,15063,3,32,16,31020
2925.4500000000003,9,1563,20,15064,3,32,16,31260
2925.4500000000003,9,1563,20,15065,3,32,16,31260
2925.4500000000003,9,1563,20,15066,3,32,16,31260
2925.4500000000003,9,1563,20,15067,2,32,14,31260
2925.675,8,1551,20,15068,2,32,14,31020
2925.675,8,1551,20,15069,2,32,14,31020
2925.675,8,1563,20,15070,2,32,14,31260
2925.675,8,1563,20,15071,2,32,14,31260
2925.9,7,1563,20,15072,3,32,16,31260
2925.9,7,1563,20,15073,3,32,16,31260
2925.9,7,1563,20,15074,2,32,14,31260
2926.125,6,1563,20,15075,3,32,16,31260
2926.125,6,1563,20,15076,3,32,16,31260
2926.125,6,1563,20,15077,2,32,14,31260
2926.125,6,1563,20,15078,2,32,14,31260
2926.125,6,1563,20,15079,2,32,14,31260
2926.125,6,1563,20,15080,2,32,14,31260
2926.125,6,1563,20,15081,3,32,16,31260
2926.35,5,1563,20,15082,3,32,16,31260
2926.35,5,1563,20,15083,3,32,16,31260
2926.35,5,1563,20,15084,3,32,16,31260
2926.35,5,1563,20,15085,3,32,16,31260
2926.35,5,1563,20,15086,2,32,14,31260
2926.35,5,1563,20,15087,3,32,16,31260
2926.35,5,1563,20,15088,3,32,16,31260
