id,Arrival,Start,Completion,No_of_expansion,No_of_shrinkage,Wait_time,Turn_around_time,Exe_time
15002.0,14549349.75,14549349.75,14549465.75,0.0,0.0,0.0,116.0,116.0
15003.0,14551213.5,14551213.5,14551675.5,0.0,0.0,0.0,462.0,462.0
15004.0,14551789.5,14551789.5,14552035.5,0.0,0.0,0.0,246.0,246.0
15005.0,14552205.0,14552205.0,14552289.0,0.0,0.0,0.0,84.0,84.0
15006.0,14552283.0,14552283.0,14552366.0,0.0,0.0,0.0,83.0,83.0
15008.0,14552440.5,14552440.5,14552535.5,0.0,0.0,0.0,95.0,95.0
15007.0,14552310.0,14552310.0,14552537.0,0.0,0.0,0.0,227.0,227.0
15009.0,14552548.5,14552548.5,14552650.5,0.0,0.0,0.0,102.0,102.0
15010.0,14552577.0,14552577.0,14552825.0,0.0,0.0,0.0,248.0,248.0
15011.0,14552677.5,14552677.5,14552918.5,0.0,0.0,0.0,241.0,241.0
15012.0,14552852.25,14552852.25,14552999.25,0.0,0.0,0.0,147.0,147.0
15015.0,14553006.75,14553006.75,14553404.75,0.0,0.0,0.0,398.0,398.0
15014.0,14552981.25,14552981.25,14553490.25,0.0,0.0,0.0,509.0,509.0
15020.0,14554260.75,14554260.75,14554499.83426234,1.0,0.0,0.0,239.08426233939826,239.08426233939826
15021.0,14554403.25,14554403.25,14554549.25,0.0,0.0,0.0,146.0,146.0
15013.0,14552967.75,14552967.75,14554663.75,0.0,0.0,0.0,1696.0,1696.0
15016.0,14553083.25,14553083.25,14554813.25,0.0,0.0,0.0,1730.0,1730.0
15018.0,14553345.0,14553345.0,14554869.431324078,1.0,1.0,0.0,1524.4313240777701,1524.4313240777701
15017.0,14553332.25,14553332.25,14554998.25,0.0,0.0,0.0,1666.0,1666.0
15022.0,14554854.0,14554854.0,14555167.809774058,1.0,0.0,0.0,313.80977405793965,313.80977405793965
15023.0,14555061.0,14555061.0,14555323.026797783,2.0,0.0,0.0,262.0267977826297,262.0267977826297
15024.0,14555622.0,14555622.0,14555768.0,0.0,0.0,0.0,146.0,146.0
15025.0,14555855.25,14555855.25,14555959.25,0.0,0.0,0.0,104.0,104.0
15026.0,14556142.5,14556142.5,14556438.5,0.0,0.0,0.0,296.0,296.0
15028.0,14556389.25,14556389.25,14556442.442243008,1.0,0.0,0.0,53.192243007943034,53.192243007943034
15027.0,14556155.25,14556155.25,14556471.636788145,1.0,0.0,0.0,316.3867881447077,316.3867881447077
15030.0,14556409.5,14556409.5,14556491.189268723,1.0,0.0,0.0,81.68926872313023,81.68926872313023
15031.0,14556429.0,14556429.0,14556531.0,0.0,0.0,0.0,102.0,102.0
15034.0,14556587.25,14556587.25,14557246.91901492,1.0,0.0,0.0,659.6690149195492,659.6690149195492
15042.0,14557416.75,14557416.75,14557463.75,0.0,0.0,0.0,47.0,47.0
15048.0,14557417.5,14557417.5,14557638.03525524,2.0,0.0,0.0,220.53525524027646,220.53525524027646
15035.0,14556615.75,14556615.75,14557638.746550731,3.0,0.0,0.0,1022.9965507313609,1022.9965507313609
15033.0,14556576.75,14556576.75,14557638.75,0.0,0.0,0.0,1062.0,1062.0
15045.0,14557417.5,14557417.5,14557732.716909572,1.0,0.0,0.0,315.2169095724821,315.2169095724821
15047.0,14557417.5,14557417.5,14557734.576953065,1.0,0.0,0.0,317.0769530646503,317.0769530646503
15046.0,14557417.5,14557417.5,14557735.600578869,1.0,0.0,0.0,318.10057886876166,318.10057886876166
15032.0,14556574.5,14556574.5,14557803.5,0.0,0.0,0.0,1229.0,1229.0
15039.0,14557028.25,14557028.25,14557446.245468868,1.0,4.0,0.0,417.9954688679427,417.9954688679427
15036.0,14556710.25,14556710.25,14557843.25,0.0,0.0,0.0,1133.0,1133.0
15049.0,14557418.25,14557418.25,14557938.9386714,2.0,1.0,0.0,520.6886714007705,520.6886714007705
15043.0,14557417.5,14557417.5,14558017.5,0.0,0.0,0.0,600.0,600.0
15044.0,14557417.5,14557417.5,14558017.5,0.0,0.0,0.0,600.0,600.0
15040.0,14557401.75,14557401.75,14558477.234932791,3.0,0.0,0.0,1075.4849327914417,1075.4849327914417
15055.0,14557548.0,14557638.03525524,14558838.03525524,0.0,0.0,90.03525524027646,1290.0352552402765,1200.0
15109.0,14558850.75,14558850.75,14558897.75,0.0,0.0,0.0,47.0,47.0
15107.0,14558687.25,14558687.25,14558906.25,0.0,0.0,0.0,219.0,219.0
15108.0,14558845.5,14558845.5,14558949.5,0.0,0.0,0.0,104.0,104.0
15111.0,14558927.25,14558927.25,14558990.672777489,1.0,0.0,0.0,63.422777488827705,63.422777488827705
15112.0,14558946.75,14558946.75,14559012.390460903,1.0,0.0,0.0,65.640460902825,65.640460902825
15110.0,14558914.5,14558914.5,14559016.5,0.0,0.0,0.0,102.0,102.0
