S_ime,R_time,Processors,Sigma,id,type,Max_resource,Min_resource,Total_cost
0.0,8497.339534,2,0.245417,1,1,2,2,16994.679068
1546.268975,70.963555,2,0.972174,2,1,2,2,141.92711
2531.770434,18009.10014,3,0.560986,3,1,3,3,54027.30042
4557.200278,123205.2282,7,0.880554,4,1,7,7,862436.5974
8173.286771,31.017399,9,0.752653,5,1,9,9,279.156591
10097.35315,7.175732,6,0.453731,6,1,6,6,43.054392
24490.83348,431.726863,7,0.46404,7,1,7,7,3022.088041
32108.69197,9.924151,12,1.134929,8,1,12,12,119.089812
41858.39761,2115.852686,2,1.169688,9,1,2,2,4231.705372
47967.38073,759.758628,6,0.146437,10,1,6,6,4558.551768
61835.32798,123981.2727,2,1.691955,11,1,2,2,247962.5454
64765.90502,32227.4461,3,0.438828,12,1,3,3,96682.3383
81885.07713,1554.068799,3,1.433392,13,1,3,3,4662.206397
84939.98084,34.790836,15,0.879695,14,1,15,15,521.86254
95517.66192,231593.4826,3,1.075416,15,1,3,3,694780.4478
95838.47461,8.371296,16,0.968447,16,1,16,16,133.940736
100351.957,73573.78316,24,1.274554,17,1,24,24,1765770.7958400003
129215.4268,580.758792,3,0.512425,18,1,3,3,1742.2763759999998
148815.0872,1191.782551,2,0.774593,19,1,2,2,2383.565102
151907.2305,15.790373,4,0.994014,20,1,4,4,63.161492
178365.2472,338025.8459,4,0.565415,21,1,4,4,1352103.3836
181012.3437,97.626799,5,1.111541,22,1,5,5,488.133995
186095.0525,40.19389,5,1.013811,23,1,5,5,200.96945000000002
218987.3755,7159.558649,3,0.551172,24,1,3,3,21478.675947
221162.8883,907.507948,3,1.697329,25,1,3,3,2722.5238440000003
230305.3245,9267.474527,25,1.433619,26,1,25,25,231686.863175
237560.245,162331.5292,24,1.691546,27,1,24,24,3895956.7007999998
249816.0101,14259.82672,4,1.469098,28,1,4,4,57039.30688
278799.5452,294.11005,4,1.027437,29,1,4,4,1176.4402
295855.8541,6152.196136,4,0.756208,30,1,4,4,24608.784544
311060.1131,36.135244,3,0.91612,31,1,3,3,108.405732
344422.089,414367.0787,9,1.901678,32,1,9,9,3729303.7083
348190.3298,1147.38942,4,1.185098,33,1,4,4,4589.55768
356715.4643,606597.1859,22,1.472275,34,1,22,22,13345138.0898
386598.3779,171760.1785,27,0.797668,35,1,27,27,4637524.8195
389033.6402,8790.048867,20,0.352298,36,1,20,20,175800.97733999998
392892.26,660.57663,2,1.819047,37,1,2,2,1321.15326
410910.4098,1474723.657,12,1.529392,38,1,12,12,17696683.884
423895.9131,1467.068005,4,1.23592,39,1,4,4,5868.27202
428985.512,5.012044,24,0.954853,40,1,24,24,120.28905600000002
435202.7509,4421.403852,7,0.946808,41,1,7,7,30949.826964000003
436647.9102,101.573043,6,1.426432,42,1,6,6,609.438258
444467.8168,657.54415,18,1.163059,43,1,18,18,11835.794699999999
448485.4818,88704.45699,3,0.722286,44,1,3,3,266113.37097000005
468213.1724,18274.01643,27,0.909749,45,1,27,27,493398.44361
468325.0602,5.991726,3,1.810925,46,1,3,3,17.975178
496787.5515,1280.596086,2,1.231706,47,1,2,2,2561.192172
497029.6825,2330.344159,2,0.946907,48,1,2,2,4660.688318
502168.1069,1131048.287,8,0.818877,49,1,8,8,9048386.296
503455.498,8.287455,3,0.233691,50,1,3,3,24.862364999999997
506262.2147,97.479011,2,1.403179,51,1,2,2,194.958022
517867.571,44089.00966,14,1.17532,52,1,14,14,617246.1352400001
530265.4125,22681.20031,2,0.668241,53,1,2,2,45362.40062
530867.3442,222.363275,13,0.205654,54,1,13,13,2890.722575
531589.5821,46932.47002,12,1.017181,55,1,12,12,563189.64024
546788.9267,637.407869,2,0.915404,56,1,2,2,1274.815738
551608.9814,54.553556,14,1.345087,57,1,14,14,763.749784
559261.2609,2423571.758,9,0.425924,58,1,9,9,21812145.822
575221.5725,2926.886151,3,0.455021,59,1,3,3,8780.658453
582686.0191,30.980894,2,0.407656,60,1,2,2,61.961788
583480.4662,19.003666,29,1.257874,61,1,29,29,551.106314
609585.3614,358184.1021,2,0.493794,62,1,2,2,716368.2042
615822.0449,456305.5793,6,0.563694,63,1,6,6,2737833.4758
624381.0681,87825.80733,6,0.035886,64,1,6,6,526954.84398
649696.7765,58.860262,5,0.568106,65,1,5,5,294.30131
662270.6038,102436.2113,9,0.832186,66,1,9,9,921925.9016999999
663519.9389,330.471445,2,1.691556,67,1,2,2,660.94289
666619.2309,1008987.58,17,1.511337,68,1,17,17,17152788.86
688543.9734,157.304765,2,1.227968,69,1,2,2,314.60953
694373.8664,4.648143,3,0.121882,70,1,3,3,13.944429
707601.7246,19.998485,3,1.414277,71,1,3,3,59.99545499999999
711025.2231,2627183.526,2,0.629308,72,1,2,2,5254367.052
731316.0959,45.102172,13,0.427123,73,1,13,13,586.3282360000001
734731.0162,1467844.885,28,1.02764,74,1,28,28,41099656.78
755630.5691,16732.38775,31,0.278341,75,1,31,31,518704.02025000006
761496.6472,44402.26445,3,1.712024,76,1,3,3,133206.79335
772803.1009,14.897064,22,1.157831,77,1,22,22,327.735408
784322.6634,155.609916,17,0.959988,78,1,17,17,2645.368572
799753.8053,13685.29668,16,1.891246,79,1,16,16,218964.74688
801528.2723,25681.7398,15,1.581026,80,1,15,15,385226.097
809134.7985,922679.5058,16,0.885978,81,1,16,16,14762872.0928
847350.5176,2946618.954,13,0.572462,82,1,13,13,38306046.401999995
854328.2196,12866.05578,29,0.757459,83,1,29,29,373115.61762000003
856685.2948,42354.93384,6,1.185723,84,1,6,6,254129.60304
883731.9882,202484.1419,15,1.713812,85,1,15,15,3037262.1284999996
888851.3297,44722.25473,4,0.710195,86,1,4,4,178889.01892
894496.6953,250487.8055,4,0.695554,87,1,4,4,1001951.222
902564.5084,500.088348,3,0.355732,88,1,3,3,1500.265044
925198.4076,32578.05827,3,0.126131,89,1,3,3,97734.17481
933322.495,402127.9207,13,1.802042,90,1,13,13,5227662.9691
934334.3014,1990021.657,3,1.350623,91,1,3,3,5970064.971
934457.1313,125.162596,6,0.768849,92,1,6,6,750.9755759999999
934513.7688,1553606.621,5,0.770026,93,1,5,5,7768033.105
938052.6008,282912.4468,10,1.895184,94,1,10,10,2829124.468
949324.3566,5.756886,11,1.144815,95,1,11,11,63.325745999999995
952577.3337,3.393693,28,0.904089,96,1,28,28,95.023404
961523.7815,411.192156,21,1.286641,97,1,21,21,8635.035276
965083.8521,19314.83536,3,0.41564,98,1,3,3,57944.50608000001
965889.3176,49.788776,29,0.719516,99,1,29,29,1443.874504
979239.1934,6.593878,5,1.836625,100,1,5,5,32.969390000000004
987907.4185,78.529048,2,0.166314,101,1,2,2,157.058096
1005802.799,204614.1374,17,0.240369,102,1,17,17,3478440.3358
1008941.005,4222.469131,9,1.200216,103,1,9,9,38002.222179
1013377.219,182.412846,16,1.866996,104,1,16,16,2918.605536
1015430.394,433028.3677,12,1.545461,105,1,12,12,5196340.4124
1027478.531,4.476622,3,1.406888,106,1,3,3,13.429866
1040121.74,15.115639,2,0.652518,107,1,2,2,30.231278
1040228.541,2623.891532,2,1.610492,108,1,2,2,5247.783064
1053702.583,4832.683706,2,1.718889,109,1,2,2,9665.367412
1065706.41,2935.157923,5,0.178815,110,1,5,5,14675.789615000002
1066416.904,818288.1013,3,1.270798,111,1,3,3,2454864.3038999997
1073252.956,1198408.39,12,1.537425,112,1,12,12,14380900.68
1077489.993,5.524463,14,1.661708,113,1,14,14,77.342482
1078023.393,267802.3189,20,1.894263,114,1,20,20,5356046.3780000005
1085529.22,48.346838,2,1.187584,115,1,2,2,96.693676
1097734.531,684571.6408,7,1.429058,116,1,7,7,4792001.4856
1097897.2,23373.99904,21,0.533884,117,1,21,21,490853.97984
1103748.041,124112.241,3,0.504515,118,1,3,3,372336.723
1105467.524,827799.2619,8,1.173217,119,1,8,8,6622394.0952
1105996.449,4998.773582,7,1.609732,120,1,7,7,34991.415074
1122945.747,127.544595,11,0.667556,121,1,11,11,1402.990545
1125894.96,16966.39682,14,0.589601,122,1,14,14,237529.55548000004
1129005.742,143.76045,30,1.210572,123,1,30,30,4312.8135
1142181.106,26.131653,3,0.936863,124,1,3,3,78.394959
1143850.293,215.574133,3,0.841331,125,1,3,3,646.722399
1175104.128,500.788016,5,1.186498,126,1,5,5,2503.9400800000003
1176044.657,134688.184,5,1.178353,127,1,5,5,673440.92
1187640.494,291.811787,13,0.114549,128,1,13,13,3793.553231
1214893.757,165195.4933,23,0.08521,129,1,23,23,3799496.3459
1222768.604,203.233367,7,1.515292,130,1,7,7,1422.6335689999999
1223228.305,12755.27867,2,0.526609,131,1,2,2,25510.55734
1223494.036,206.793346,4,0.801925,132,1,4,4,827.173384
1229126.902,221.517106,11,0.010973,133,1,11,11,2436.688166
1231654.081,228.633575,3,0.997096,134,1,3,3,685.900725
1233224.13,7262.872392,2,1.508692,135,1,2,2,14525.744784
1239175.272,49.766663,24,0.182039,136,1,24,24,1194.399912
1242982.755,5.624603,7,1.514349,137,1,7,7,39.372220999999996
1248280.398,77076.94224,9,1.944321,138,1,9,9,693692.48016
1254864.311,5090.727289,5,0.358066,139,1,5,5,25453.636445000004
1265451.331,1670269.545,20,1.134629,140,1,20,20,33405390.9
1280237.55,1019.553642,2,0.750742,141,1,2,2,2039.107284
1285019.265,1077520.434,4,1.040395,142,1,4,4,4310081.736
1295726.374,47.201629,2,1.79197,143,1,2,2,94.403258
1305605.614,2318.174422,11,1.955685,144,1,11,11,25499.918642
1307583.728,2671.856965,31,0.516027,145,1,31,31,82827.565915
1313881.19,12138.35471,9,0.75602,146,1,9,9,109245.19239
1340003.611,12426.25444,8,0.160551,147,1,8,8,99410.03552
1342723.332,46538.71188,23,0.266512,148,1,23,23,1070390.37324
1343692.238,2023.117372,5,1.924435,149,1,5,5,10115.58686
1353489.288,283.074417,19,0.107491,150,1,19,19,5378.413923
1365504.39,543577.1131,16,0.557696,151,1,16,16,8697233.8096
1373090.2,216515.4438,13,0.160744,152,1,13,13,2814700.7694
1374219.259,24.114726,16,0.950369,153,1,16,16,385.835616
1376955.246,76.348155,25,1.302074,154,1,25,25,1908.7038750000002
1396316.622,6906.814539,19,1.102341,155,1,19,19,131229.476241
1412127.777,1061791.694,19,0.084107,156,1,19,19,20174042.185999997
1430645.041,318.027333,19,1.889171,157,1,19,19,6042.519327
1430915.837,844.01946,5,1.398285,158,1,5,5,4220.097299999999
1435892.597,10991.07928,10,0.767232,159,1,10,10,109910.7928
1437300.911,21.008812,3,1.580859,160,1,3,3,63.026436
1441307.707,1219367.3,4,0.997981,161,1,4,4,4877469.2
1442705.992,49218.91551,4,1.426383,162,1,4,4,196875.66204
1452390.525,495602.8144,2,0.431945,163,1,2,2,991205.6288
1456026.936,41.36017,3,0.217967,164,1,3,3,124.08050999999999
1459513.645,58625.57631,6,0.673055,165,1,6,6,351753.45785999997
1465485.285,50.201854,3,1.683908,166,1,3,3,150.605562
1501490.906,3419.943198,25,0.746535,167,1,25,25,85498.57995
1510411.345,84.699152,12,1.603402,168,1,12,12,1016.389824
1518374.271,33.655157,18,1.038666,169,1,18,18,605.7928260000001
1522953.922,55.059164,8,1.68237,170,1,8,8,440.473312
1530426.761,5597.802742,2,1.889181,171,1,2,2,11195.605484
1550931.242,2659.98138,2,0.715402,172,1,2,2,5319.96276
1576439.822,616.416494,19,1.992334,173,1,19,19,11711.913385999998
1578126.883,764.353911,32,1.090594,174,1,32,32,24459.325152
1578628.703,2804321.617,4,1.535675,175,1,4,4,11217286.468
1581266.631,722.437092,13,0.685096,176,1,13,13,9391.682196
1613872.892,229711.5452,15,0.129779,177,1,15,15,3445673.178
1618007.955,41.09606,3,1.47335,178,1,3,3,123.28818000000001
1623481.415,235290.6892,26,0.817055,179,1,26,26,6117557.919199999
1627183.643,97.440565,3,1.363897,180,1,3,3,292.32169500000003
1636024.724,19629.01954,16,1.55952,181,1,16,16,314064.31264
1648055.545,5753.076228,16,0.021056,182,1,16,16,92049.219648
1682414.204,5.720535,12,1.614865,183,1,12,12,68.64642
1690263.919,1876.91719,3,1.381279,184,1,3,3,5630.751569999999
1691908.356,115.591692,2,1.549033,185,1,2,2,231.183384
1693883.914,1792.742367,25,0.045622,186,1,25,25,44818.559175
1697141.066,1158.514442,15,1.003634,187,1,15,15,17377.71663
1714293.012,188485.3324,14,1.936063,188,1,14,14,2638794.6536000003
1718693.041,3180823.662,20,0.66699,189,1,20,20,63616473.24
1719062.748,158590.5856,3,0.525038,190,1,3,3,475771.7568
1726493.003,13.471693,13,0.957994,191,1,13,13,175.132009
1735306.444,184.806251,4,0.65664,192,1,4,4,739.225004
1742412.804,5.649957,14,0.51607,193,1,14,14,79.099398
1742854.98,1212.514155,4,1.415648,194,1,4,4,4850.05662
1761618.594,368.538536,4,1.998056,195,1,4,4,1474.154144
1777230.384,1927556.219,5,0.943764,196,1,5,5,9637781.095
1777890.615,1426431.574,4,1.340899,197,1,4,4,5705726.296
1792948.591,8.781533,12,1.114944,198,1,12,12,105.378396
1825809.291,5.35661,5,1.565244,199,1,5,5,26.78305
1825825.032,86237.61565,13,0.68094,200,1,13,13,1121089.0034500002
1845726.232,2644.338373,16,1.057981,201,1,16,16,42309.413968
1853084.12,79060.67393,5,1.867617,202,1,5,5,395303.36965
1856959.087,526532.6749,2,0.011812,203,1,2,2,1053065.3498
1862574.015,64.771782,9,0.559102,204,1,9,9,582.946038
1900021.885,237.691606,18,0.94591,205,1,18,18,4278.448908
1920810.352,2103.242518,19,1.702558,206,1,19,19,39961.607842
1933215.497,2562293.451,3,0.14866,207,1,3,3,7686880.353
1935568.899,5958.587886,3,0.470668,208,1,3,3,17875.763658
1943440.134,918820.7366,4,1.184629,209,1,4,4,3675282.9464
1944606.075,26.292322,2,1.008296,210,1,2,2,52.584644
1945486.749,4498.187645,14,1.468343,211,1,14,14,62974.62703
1947110.217,429603.1992,6,1.365881,212,1,6,6,2577619.1952
1959508.036,2006587.205,11,1.1636,213,1,11,11,22072459.255000003
1975315.665,501.975104,8,0.885899,214,1,8,8,4015.800832
2002015.555,716349.8321,6,0.828542,215,1,6,6,4298098.9925999995
2010355.46,199.995992,10,1.125032,216,1,10,10,1999.95992
2035748.311,2261.16188,4,1.65018,217,1,4,4,9044.64752
2046574.158,34408.97888,2,1.603205,218,1,2,2,68817.95776
2049134.733,9.615722,4,0.915599,219,1,4,4,38.462888
2059160.232,27790.1676,2,1.889875,220,1,2,2,55580.3352
2063571.976,3.472336,31,0.299584,221,1,31,31,107.642416
2070889.371,9099.495814,13,0.226238,222,1,13,13,118293.445582
2077053.427,40.966306,9,1.730702,223,1,9,9,368.69675400000006
2078920.312,46.159897,11,1.782529,224,1,11,11,507.758867
2110251.394,29486.33522,2,0.722194,225,1,2,2,58972.67044
2113102.402,67197.33887,15,1.562786,226,1,15,15,1007960.0830500001
2114398.332,1013.966147,11,1.733786,227,1,11,11,11153.627617
2136887.88,342.467252,2,1.655176,228,1,2,2,684.934504
2149201.026,451.540394,10,1.800806,229,1,10,10,4515.40394
2153346.361,73423.39012,5,0.681119,230,1,5,5,367116.9506
2161826.792,602.538428,3,1.005655,231,1,3,3,1807.615284
2170839.839,97.455437,5,0.349427,232,1,5,5,487.27718500000003
2190940.086,6.083423,5,1.609079,233,1,5,5,30.417115
2229630.079,876159.1246,3,0.329314,234,1,3,3,2628477.3738
2232952.913,1547.290598,2,0.708647,235,1,2,2,3094.581196
2244131.185,3.418396,2,1.484383,236,1,2,2,6.836792
2247699.317,28.945641,13,1.948547,237,1,13,13,376.29333299999996
2255017.151,534.896989,24,1.873872,238,1,24,24,12837.527736
2255540.391,7.459303,8,0.797255,239,1,8,8,59.674424
2262021.277,1000.610931,15,1.549242,240,1,15,15,15009.163965000002
2268653.981,2615.129826,2,1.203445,241,1,2,2,5230.259652
2278096.144,1094415.514,20,0.9162,242,1,20,20,21888310.28
2293835.308,25.135365,18,1.863956,243,1,18,18,452.43657
2300777.581,846.092757,6,0.817236,244,1,6,6,5076.556542
2330616.17,426.817168,5,1.291968,245,1,5,5,2134.0858399999997
2343148.594,28.571461,2,0.107255,246,1,2,2,57.142922
2345892.958,7396.419184,5,1.575115,247,1,5,5,36982.09592
2358902.316,31.472789,2,0.231595,248,1,2,2,62.945578
2361743.546,244.125659,15,1.149604,249,1,15,15,3661.8848850000004
2362697.759,7.636229,10,0.814448,250,1,10,10,76.36229
2362726.901,1671.222836,18,0.810612,251,1,18,18,30082.011048
2367935.76,40213.80711,3,1.521643,252,1,3,3,120641.42133000001
2383724.324,3942.1714,3,1.246737,253,1,3,3,11826.514200000001
2391278.083,693459.1559,6,1.094816,254,1,6,6,4160754.9354
2413808.166,183.000407,4,1.760746,255,1,4,4,732.001628
