S_ime,R_time,Processors,Sigma,id,type,Max_resource,Min_resource,Total_cost
0.0,8497.339534,2,0.245417,1,1,2,2,16994.679068
773.134487,70.963555,2,0.972174,2,1,2,2,141.92711
1265.885217,18009.10014,3,0.560986,3,1,3,3,54027.30042
2278.600139,123205.2282,10,0.880554,4,1,10,10,1232052.282
4086.643386,31.017399,13,0.752653,5,1,13,13,403.22618700000004
5048.676575,7.175732,8,0.453731,6,1,8,8,57.405856
12245.41674,431.726863,10,0.46404,7,1,10,10,4317.26863
16054.34599,9.924151,19,1.134929,8,1,19,19,188.55886900000002
20929.19881,2115.852686,3,1.169688,9,1,3,3,6347.5580580000005
23983.69037,759.758628,9,0.146437,10,1,9,9,6837.827652
30917.66399,123981.2727,2,1.691955,11,1,2,2,247962.5454
32382.95251,32227.4461,3,0.438828,12,1,3,3,96682.3383
40942.53856,1554.068799,3,1.433392,13,1,3,3,4662.206397
42469.99042,34.790836,25,0.879695,14,1,25,25,869.7709
47758.83096,231593.4826,3,1.075416,15,1,3,3,694780.4478
47919.2373,8.371296,28,0.968447,16,1,28,28,234.39628799999997
50175.97852,73573.78316,45,1.274554,17,1,45,45,3310820.2422
64607.71342,580.758792,3,0.512425,18,1,3,3,1742.2763759999998
74407.54361,1191.782551,2,0.774593,19,1,2,2,2383.565102
75953.61525,15.790373,4,0.994014,20,1,4,4,63.161492
89182.62362,338025.8459,5,0.565415,21,1,5,5,1690129.2295000001
90506.17185,97.626799,7,1.111541,22,1,7,7,683.387593
93047.52627,40.19389,7,1.013811,23,1,7,7,281.35723
109493.6878,7159.558649,3,0.551172,24,1,3,3,21478.675947
110581.4442,907.507948,3,1.697329,25,1,3,3,2722.5238440000003
115152.6623,9267.474527,46,1.433619,26,1,46,46,426303.828242
118780.1225,162331.5292,45,1.691546,27,1,45,45,7304918.813999999
124908.005,14259.82672,4,1.469098,28,1,4,4,57039.30688
139399.7726,294.11005,5,1.027437,29,1,5,5,1470.55025
147927.9271,6152.196136,6,0.756208,30,1,6,6,36913.176816
155530.0566,36.135244,3,0.91612,31,1,3,3,108.405732
172211.0445,414367.0787,13,1.901678,32,1,13,13,5386772.0231
174095.1649,1147.38942,5,1.185098,33,1,5,5,5736.947099999999
178357.7321,606597.1859,40,1.472275,34,1,40,40,24263887.436
193299.189,171760.1785,51,0.797668,35,1,51,51,8759769.103500001
194516.8201,8790.048867,35,0.352298,36,1,35,35,307651.71034499997
196446.13,660.57663,2,1.819047,37,1,2,2,1321.15326
205455.2049,1474723.657,19,1.529392,38,1,19,19,28019749.483
211947.9565,1467.068005,4,1.23592,39,1,4,4,5868.27202
214492.756,5.012044,46,0.954853,40,1,46,46,230.55402400000003
217601.3755,4421.403852,11,0.946808,41,1,11,11,48635.442372000005
218323.9551,101.573043,8,1.426432,42,1,8,8,812.584344
222233.9084,657.54415,30,1.163059,43,1,30,30,19726.3245
224242.7409,88704.45699,3,0.722286,44,1,3,3,266113.37097000005
234106.5862,18274.01643,53,0.909749,45,1,53,53,968522.87079
234162.5301,5.991726,4,1.810925,46,1,4,4,23.966904
248393.7757,1280.596086,2,1.231706,47,1,2,2,2561.192172
248514.8412,2330.344159,2,0.946907,48,1,2,2,4660.688318
251084.0535,1131048.287,12,0.818877,49,1,12,12,13572579.444
251727.749,8.287455,3,0.233691,50,1,3,3,24.862364999999997
253131.1074,97.479011,2,1.403179,51,1,2,2,194.958022
258933.7855,44089.00966,24,1.17532,52,1,24,24,1058136.23184
265132.7063,22681.20031,2,0.668241,53,1,2,2,45362.40062
265433.6721,222.363275,22,0.205654,54,1,22,22,4891.99205
265794.7911,46932.47002,19,1.017181,55,1,19,19,891716.93038
273394.4633,637.407869,3,0.915404,56,1,3,3,1912.223607
275804.4907,54.553556,23,1.345087,57,1,23,23,1254.731788
279630.6305,2423571.758,13,0.425924,58,1,13,13,31506432.854
287610.7863,2926.886151,3,0.455021,59,1,3,3,8780.658453
291343.0096,30.980894,2,0.407656,60,1,2,2,61.961788
291740.2331,19.003666,56,1.257874,61,1,56,56,1064.2052959999999
304792.6807,358184.1021,2,0.493794,62,1,2,2,716368.2042
307911.0225,456305.5793,9,0.563694,63,1,9,9,4106750.2136999997
312190.5341,87825.80733,9,0.035886,64,1,9,9,790432.26597
324848.3882,58.860262,7,0.568106,65,1,7,7,412.021834
331135.3019,102436.2113,13,0.832186,66,1,13,13,1331670.7469
331759.9695,330.471445,2,1.691556,67,1,2,2,660.94289
333309.6155,1008987.58,29,1.511337,68,1,29,29,29260639.82
344271.9867,157.304765,2,1.227968,69,1,2,2,314.60953
347186.9332,4.648143,4,0.121882,70,1,4,4,18.592572
353800.8623,19.998485,3,1.414277,71,1,3,3,59.99545499999999
355512.6116,2627183.526,3,0.629308,72,1,3,3,7881550.578
365658.0479,45.102172,22,0.427123,73,1,22,22,992.247784
367365.5081,1467844.885,54,1.02764,74,1,54,54,79263623.79
377815.2845,16732.38775,60,0.278341,75,1,60,60,1003943.2650000001
380748.3236,44402.26445,4,1.712024,76,1,4,4,177609.0578
386401.5504,14.897064,41,1.157831,77,1,41,41,610.779624
392161.3317,155.609916,29,0.959988,78,1,29,29,4512.687564
399876.9027,13685.29668,28,1.891246,79,1,28,28,383188.30704
400764.1361,25681.7398,24,1.581026,80,1,24,24,616361.7552
404567.3992,922679.5058,27,0.885978,81,1,27,27,24912346.656600002
423675.2588,2946618.954,22,0.572462,82,1,22,22,64825616.988
427164.1098,12866.05578,56,0.757459,83,1,56,56,720499.1236800001
428342.6474,42354.93384,7,1.185723,84,1,7,7,296484.53687999997
441865.9941,202484.1419,25,1.713812,85,1,25,25,5062103.547499999
444425.6649,44722.25473,6,0.710195,86,1,6,6,268333.52838000003
447248.3476,250487.8055,6,0.695554,87,1,6,6,1502926.8329999999
451282.2542,500.088348,3,0.355732,88,1,3,3,1500.265044
462599.2038,32578.05827,3,0.126131,89,1,3,3,97734.17481
466661.2475,402127.9207,22,1.802042,90,1,22,22,8846814.2554
467167.1507,1990021.657,3,1.350623,91,1,3,3,5970064.971
467228.5656,125.162596,9,0.768849,92,1,9,9,1126.463364
467256.8844,1553606.621,7,0.770026,93,1,7,7,10875246.347000001
469026.3004,282912.4468,16,1.895184,94,1,16,16,4526599.1488
474662.1783,5.756886,17,1.144815,95,1,17,17,97.86706199999999
476288.6669,3.393693,55,0.904089,96,1,55,55,186.65311499999999
480761.8908,411.192156,38,1.286641,97,1,38,38,15625.301928
482541.9261,19314.83536,4,0.41564,98,1,4,4,77259.34144
482944.6588,49.788776,55,0.719516,99,1,55,55,2738.3826799999997
489619.5967,6.593878,6,1.836625,100,1,6,6,39.563268
493953.7093,78.529048,2,0.166314,101,1,2,2,157.058096
502901.3997,204614.1374,30,0.240369,102,1,30,30,6138424.122
504470.5023,4222.469131,13,1.200216,103,1,13,13,54892.098702999996
506688.6097,182.412846,28,1.866996,104,1,28,28,5107.559688
507715.1971,433028.3677,19,1.545461,105,1,19,19,8227538.9863
513739.2656,4.476622,4,1.406888,106,1,4,4,17.906488
520060.8698,15.115639,3,0.652518,107,1,3,3,45.346917
520114.2707,2623.891532,2,1.610492,108,1,2,2,5247.783064
526851.2917,4832.683706,2,1.718889,109,1,2,2,9665.367412
532853.2051,2935.157923,6,0.178815,110,1,6,6,17610.947538
533208.4518,818288.1013,4,1.270798,111,1,4,4,3273152.4052
536626.478,1198408.39,19,1.537425,112,1,19,19,22769759.409999996
538744.9964,5.524463,23,1.661708,113,1,23,23,127.062649
539011.6967,267802.3189,36,1.894263,114,1,36,36,9640883.4804
542764.6098,48.346838,2,1.187584,115,1,2,2,96.693676
548867.2656,684571.6408,11,1.429058,116,1,11,11,7530288.048800001
548948.6001,23373.99904,39,0.533884,117,1,39,39,911585.9625599999
551874.0204,124112.241,3,0.504515,118,1,3,3,372336.723
552733.7621,827799.2619,12,1.173217,119,1,12,12,9933591.1428
552998.2245,4998.773582,10,1.609732,120,1,10,10,49987.73582
561472.8733,127.544595,17,0.667556,121,1,17,17,2168.258115
562947.4798,16966.39682,23,0.589601,122,1,23,23,390227.12686
564502.8708,143.76045,60,1.210572,123,1,60,60,8625.627
571090.5531,26.131653,4,0.936863,124,1,4,4,104.526612
571925.1464,215.574133,4,0.841331,125,1,4,4,862.296532
587552.0642,500.788016,6,1.186498,126,1,6,6,3004.7280960000003
588022.3283,134688.184,7,1.178353,127,1,7,7,942817.2880000001
593820.2468,291.811787,21,0.114549,128,1,21,21,6128.047527
607446.8784,165195.4933,43,0.08521,129,1,43,43,7103406.2119
611384.3021,203.233367,10,1.515292,130,1,10,10,2032.33367
611614.1523,12755.27867,2,0.526609,131,1,2,2,25510.55734
