S_ime,R_time,Processors,Sigma,id,type,Max_resource,Min_resource,Total_cost
0.0,8497.339534,2,0.245417,1,2,10,2,16994.679068
91.80972045,70.963555,2,0.972174,2,2,10,2,141.92711
150.32386939999998,18009.100135,4,0.560986,3,2,20,3,72036.40054
270.58376615,123205.228198,29,0.880554,4,2,145,21,3572951.617742
485.28890185,31.017399,44,0.752653,5,2,220,31,1364.765556
599.5303434,7.175732,20,0.453731,6,2,100,14,143.51464
1454.1432373999999,431.726863,30,0.46404,7,1,30,30,12951.80589
1906.4535855999998,9.924151,83,1.134929,8,2,415,59,823.704533
2485.34235845,2115.852686,4,1.169688,9,2,20,3,8463.410744
2848.0632312,759.758628,26,0.146437,10,1,26,26,19753.724328
3671.4725980999997,123981.272674,2,1.691955,11,2,10,2,247962.545348
3845.4756098499997,32227.446102,4,0.438828,12,2,20,3,128909.784408
4861.9264539999995,1554.068799,5,1.433392,13,2,25,4,7770.343994999999
5043.3113619,34.790836,121,0.879695,14,2,605,85,4209.691156
5671.3611765,231593.482555,4,1.075416,15,1,4,4,926373.93022
5690.40942985,8.371296,141,0.968447,16,2,705,99,1180.3527359999998
5958.3974502,73573.783163,296,1.274554,17,2,1480,208,21777839.816248
7672.1659690999995,580.758792,5,0.512425,18,2,25,4,2903.79396
8835.895803450001,1191.782551,2,0.774593,19,2,10,2,2383.565102
9019.49181165,15.790373,8,0.994014,20,1,8,8,126.322984
10590.4365544,338025.845896,10,0.565415,21,1,10,10,3380258.45896
10747.60790695,97.626799,17,1.111541,22,1,17,17,1659.6555830000002
11049.3937448,40.19389,18,1.013811,23,2,90,13,723.4900200000001
13002.375421499999,7159.558649,4,0.551172,24,1,4,4,28638.234596
13131.54649495,907.507948,5,1.697329,25,1,5,5,4537.53974
13674.37864385,9267.474527,307,1.433619,26,1,307,307,2845114.679789
14105.13954925,162331.529208,296,1.691546,27,2,1480,208,48050132.645568
14832.82559755,14259.82672,8,1.469098,28,1,8,8,114078.61376
16553.7229953,294.11005,9,1.027437,29,2,45,7,2646.99045
17566.4413398,6152.196136,12,0.756208,30,2,60,9,73826.353632
18469.1942165,36.135244,5,0.91612,31,2,25,4,180.67622
20450.061533899996,414367.078653,44,1.901678,32,1,44,44,18232151.460732
20673.8008295,1147.38942,10,1.185098,33,2,50,7,11473.8942
21179.9806921,606597.185863,247,1.472275,34,2,1235,173,149829504.90816098
22954.27868995,171760.178542,360,0.797668,35,2,1800,252,61833664.275120005
23098.87238925,8790.048867,202,0.352298,36,2,1010,142,1775589.871134
23327.9779356,660.57663,3,1.819047,37,1,3,3,1981.72989
24397.8055814,1474723.657415,78,1.529392,38,2,390,55,115028445.27837
25168.8198377,1467.068005,8,1.23592,39,2,40,6,11736.54404
25471.014772149996,5.012044,305,0.954853,40,2,1525,214,1528.67342
25840.16333445,4421.403852,34,0.946808,41,2,170,24,150327.73096800002
25925.9696667,101.573043,23,1.426432,42,2,115,17,2336.179989
26390.27662155,657.54415,165,1.163059,43,1,165,165,108494.78475
26628.82548235,88704.456986,5,0.722286,44,1,5,5,443522.28493
27800.15711125,18274.016427,377,0.909749,45,2,1885,264,6889304.192979
27806.800449849998,5.991726,6,1.810925,46,2,30,5,35.950356
